"Tracking Number","Amount Receivables","Amount Received","Outstanding Amount","Deposit Date","Company Name","Order Number","City Name","Delivery Date","Reporting Days"
5005652392,1144.00,986.00,158.00,"2018-07-26 00:00:00",TCS,349319492,karachi,"2018-07-13 00:00:00",+54
5005651232,1865.33,1707.00,158.33,"2018-07-26 00:00:00",TCS,396862492,karachi,"2018-07-11 00:00:00",+56
5005652774,548.75,391.00,157.75,"2018-07-26 00:00:00",TCS,365728492,karachi,"2018-07-14 00:00:00",+53
5005647103,310.00,23.00,287.00,"2018-07-30 00:00:00",TCS,354865162,karachi,"2018-07-04 00:00:00",+63
5005654738,1493.00,1335.00,158.00,"2018-07-26 00:00:00",TCS,399564292,karachi,"2018-07-16 00:00:00",+51
5005655222,2172.94,1452.00,720.94,"2018-07-26 00:00:00",TCS,367862292,karachi,"2018-07-16 00:00:00",+51
5005653144,225.00,67.00,158.00,"2018-07-26 00:00:00",TCS,341445492,karachi,"2018-07-14 00:00:00",+53
5005656041,544.00,386.00,158.00,"2018-07-26 00:00:00",TCS,371328292,karachi,"2018-07-17 00:00:00",+50
5005653570,1598.00,1440.00,158.00,"2018-07-26 00:00:00",TCS,375125492,karachi,"2018-07-14 00:00:00",+53
5005645810,232.24,53.00,179.24,"2018-07-30 00:00:00",TCS,321989162,karachi,"2018-07-04 00:00:00",+63
5004756527,1299.00,1032.00,267.00,"2018-07-26 00:00:00",TCS,331297292,karachi,"2018-07-17 00:00:00",+50
5005651733,544.00,386.00,158.00,"2018-07-26 00:00:00",TCS,395112492,karachi,"2018-07-11 00:00:00",+56
5005653930,589.00,431.00,158.00,"2018-07-26 00:00:00",TCS,378843492,karachi,"2018-07-14 00:00:00",+53
5005650073,445.00,266.00,179.00,"2018-07-26 00:00:00",TCS,399879362,karachi,"2018-07-13 00:00:00",+54
5005652094,494.00,315.00,179.00,"2018-07-26 00:00:00",TCS,353331362,karachi,"2018-07-12 00:00:00",+55
5005654306,564.34,385.00,179.34,"2018-07-26 00:00:00",TCS,335383492,karachi,"2018-07-14 00:00:00",+53
5005650879,171.16,13.00,158.16,"2018-07-26 00:00:00",TCS,389521362,karachi,"2018-07-11 00:00:00",+56
5005652466,1144.00,965.00,179.00,"2018-07-26 00:00:00",TCS,328936492,karachi,"2018-07-12 00:00:00",+55
5005651308,321.11,142.00,179.11,"2018-07-26 00:00:00",TCS,362952492,karachi,"2018-07-12 00:00:00",+55
5005652828,2076.00,921.00,1155.00,"2018-07-26 00:00:00",TCS,324327492,karachi,"2018-07-11 00:00:00",+56
5005645472,1476.69,1334.00,142.69,"2018-07-30 00:00:00",TCS,379286162,karachi,"2018-07-04 00:00:00",+63
5005645514,690.00,547.00,143.00,"2018-07-30 00:00:00",TCS,374196162,karachi,"2018-07-04 00:00:00",+63
5005654848,895.00,737.00,158.00,"2018-07-26 00:00:00",TCS,347162292,karachi,"2018-07-14 00:00:00",+53
5005655289,335.00,177.00,158.00,"2018-07-26 00:00:00",TCS,396896292,karachi,"2018-07-17 00:00:00",+50
5005653217,1498.00,1123.00,375.00,"2018-07-26 00:00:00",TCS,382187492,karachi,"2018-07-13 00:00:00",+54
5004756131,229.00,70.00,159.00,"2018-07-30 00:00:00",TCS,385194162,karachi,"2018-07-03 00:00:00",+64
5005653632,209.27,30.00,179.27,"2018-07-26 00:00:00",TCS,342317492,karachi,"2018-07-13 00:00:00",+54
5005645964,245.60,67.00,178.60,"2018-07-30 00:00:00",TCS,358219162,karachi,"2018-07-03 00:00:00",+64
5005646253,998.00,840.00,158.00,"2018-07-26 00:00:00",TCS,373592162,karachi,"2018-07-13 00:00:00",+54
5005651788,396.75,218.00,178.75,"2018-07-26 00:00:00",TCS,383216492,karachi,"2018-07-12 00:00:00",+55
5005654000,1238.80,1081.00,157.80,"2018-07-26 00:00:00",TCS,379293492,karachi,"2018-07-14 00:00:00",+53
5005650236,312.27,133.00,179.27,"2018-07-26 00:00:00",TCS,381455362,karachi,"2018-07-10 00:00:00",+57
5005652160,989.45,831.00,158.45,"2018-07-26 00:00:00",TCS,391472492,karachi,"2018-07-17 00:00:00",+50
5005654368,203.05,45.00,158.05,"2018-07-26 00:00:00",TCS,391844292,karachi,"2018-07-14 00:00:00",+53
5005650966,2095.00,1937.00,158.00,"2018-07-26 00:00:00",TCS,324544492,karachi,"2018-07-12 00:00:00",+55
5005652550,764.00,172.00,592.00,"2018-07-26 00:00:00",TCS,311988492,karachi,"2018-07-11 00:00:00",+56
5005651380,2950.00,2141.00,809.00,"2018-07-26 00:00:00",TCS,374314492,karachi,"2018-07-14 00:00:00",+53
5005652883,583.17,208.00,375.17,"2018-07-26 00:00:00",TCS,392848492,karachi,"2018-07-14 00:00:00",+53
5005646077,686.33,528.00,158.33,"2018-07-30 00:00:00",TCS,373848162,karachi,"2018-07-04 00:00:00",+63
5005645834,278.00,135.00,143.00,"2018-07-30 00:00:00",TCS,376479162,karachi,"2018-07-04 00:00:00",+63
5005654415,359.80,202.00,157.80,"2018-07-26 00:00:00",TCS,383411492,karachi,"2018-07-14 00:00:00",+53
5005654929,1188.99,597.00,591.99,"2018-07-26 00:00:00",TCS,393742292,karachi,"2018-07-16 00:00:00",+51
5005652919,324.50,166.00,158.50,"2018-07-26 00:00:00",TCS,316319492,karachi,"2018-07-12 00:00:00",+55
5005655392,264.00,85.00,179.00,"2018-07-26 00:00:00",TCS,361766292,karachi,"2018-07-16 00:00:00",+51
5005653287,717.11,559.00,158.11,"2018-07-26 00:00:00",TCS,314117492,karachi,"2018-07-13 00:00:00",+54
5004756249,249.00,90.00,159.00,"2018-07-30 00:00:00",TCS,347813562,karachi,"2018-07-03 00:00:00",+64
5005653690,448.75,270.00,178.75,"2018-07-26 00:00:00",TCS,362935492,karachi,"2018-07-14 00:00:00",+53
5005648116,748.00,590.00,158.00,"2018-07-26 00:00:00",TCS,379451162,karachi,"2018-07-11 00:00:00",+56
5005651847,414.00,256.00,158.00,"2018-07-26 00:00:00",TCS,399424492,karachi,"2018-07-12 00:00:00",+55
5005654068,959.80,802.00,157.80,"2018-07-26 00:00:00",TCS,383411492,karachi,"2018-07-16 00:00:00",+51
5005650400,445.00,287.00,158.00,"2018-07-26 00:00:00",TCS,393118362,karachi,"2018-07-10 00:00:00",+57
5005652215,1855.43,1697.00,158.43,"2018-07-26 00:00:00",TCS,335114492,karachi,"2018-07-11 00:00:00",+56
5005651025,1249.75,1092.00,157.75,"2018-07-26 00:00:00",TCS,394854492,karachi,"2018-07-12 00:00:00",+55
5005652603,601.58,444.00,157.58,"2018-07-26 00:00:00",TCS,378469492,karachi,"2018-07-13 00:00:00",+54
5005646226,1412.13,1254.00,158.13,"2018-07-30 00:00:00",TCS,399849162,karachi,"2018-07-04 00:00:00",+63
5005646410,1398.00,992.00,406.00,"2018-07-30 00:00:00",TCS,373989162,karachi,"2018-07-04 00:00:00",+63
5005654489,638.00,459.00,179.00,"2018-07-26 00:00:00",TCS,363644292,karachi,"2018-07-16 00:00:00",+51
5005655014,1575.75,1397.00,178.75,"2018-07-26 00:00:00",TCS,345952292,karachi,"2018-07-16 00:00:00",+51
5005652971,498.50,340.00,158.50,"2018-07-26 00:00:00",TCS,377638492,karachi,"2018-07-12 00:00:00",+55
5005655505,638.80,481.00,157.80,"2018-07-26 00:00:00",TCS,395836292,karachi,"2018-07-17 00:00:00",+50
5005653355,244.80,87.00,157.80,"2018-07-26 00:00:00",TCS,373125492,karachi,"2018-07-14 00:00:00",+53
5005645330,1244.00,1086.00,158.00,"2018-07-30 00:00:00",TCS,391632162,karachi,"2018-07-04 00:00:00",+63
5004756320,948.00,681.00,267.00,"2018-07-26 00:00:00",TCS,365358492,karachi,"2018-07-12 00:00:00",+55
5005651506,186.33,28.00,158.33,"2018-07-26 00:00:00",TCS,374534492,karachi,"2018-07-11 00:00:00",+56
5005653744,571.30,392.00,179.30,"2018-07-26 00:00:00",TCS,375691492,karachi,"2018-07-16 00:00:00",+51
5005648974,870.00,712.00,158.00,"2018-07-26 00:00:00",TCS,374616362,karachi,"2018-07-07 00:00:00",+60
5005651917,244.88,87.00,157.88,"2018-07-26 00:00:00",TCS,396846492,karachi,"2018-07-11 00:00:00",+56
5005654129,913.25,734.00,179.25,"2018-07-26 00:00:00",TCS,322483492,karachi,"2018-07-14 00:00:00",+53
5005650543,2145.00,1661.00,484.00,"2018-07-26 00:00:00",TCS,375885362,karachi,"2018-07-10 00:00:00",+57
5005652274,1031.63,874.00,157.63,"2018-07-26 00:00:00",TCS,386369492,karachi,"2018-07-11 00:00:00",+56
5005651086,899.40,741.00,158.40,"2018-07-26 00:00:00",TCS,394934492,karachi,"2018-07-10 00:00:00",+57
5005652679,1144.00,965.00,179.00,"2018-07-26 00:00:00",TCS,395968492,karachi,"2018-07-13 00:00:00",+54
5005646393,865.00,707.00,158.00,"2018-07-30 00:00:00",TCS,341596162,karachi,"2018-07-04 00:00:00",+63
5005654586,2795.00,2637.00,158.00,"2018-07-26 00:00:00",TCS,377223492,karachi,"2018-07-16 00:00:00",+51
5005655104,300.00,142.00,158.00,"2018-07-26 00:00:00",TCS,381181492,karachi,"2018-07-16 00:00:00",+51
5005653023,2699.00,2541.00,158.00,"2018-07-26 00:00:00",TCS,399239492,karachi,"2018-07-14 00:00:00",+53
5005655748,698.06,431.00,267.06,"2018-07-26 00:00:00",TCS,385419292,karachi,"2018-07-17 00:00:00",+50
5005653445,1234.18,947.00,287.18,"2018-07-26 00:00:00",TCS,321675492,karachi,"2018-07-13 00:00:00",+54
5005645544,2782.37,2603.00,179.37,"2018-07-30 00:00:00",TCS,367126162,karachi,"2018-07-04 00:00:00",+63
5004756372,399.00,132.00,267.00,"2018-07-26 00:00:00",TCS,311341492,karachi,"2018-07-13 00:00:00",+54
5005651593,199.75,42.00,157.75,"2018-07-26 00:00:00",TCS,381714492,karachi,"2018-07-14 00:00:00",+53
5005653802,498.50,340.00,158.50,"2018-07-26 00:00:00",TCS,397871492,karachi,"2018-07-15 00:00:00",+52
5005649402,759.54,168.00,591.54,"2018-07-26 00:00:00",TCS,396156362,karachi,"2018-07-11 00:00:00",+56
5005651993,255.26,97.00,158.26,"2018-07-26 00:00:00",TCS,386533362,karachi,"2018-07-12 00:00:00",+55
5005654181,580.64,423.00,157.64,"2018-07-26 00:00:00",TCS,371813492,karachi,"2018-07-14 00:00:00",+53
5005650664,420.00,262.00,158.00,"2018-07-26 00:00:00",TCS,375521362,karachi,"2018-07-12 00:00:00",+55
5005652336,488.50,330.00,158.50,"2018-07-26 00:00:00",TCS,373389492,karachi,"2018-07-12 00:00:00",+55
5005651145,265.33,107.00,158.33,"2018-07-26 00:00:00",TCS,393822492,karachi,"2018-07-12 00:00:00",+55
5005652724,998.00,840.00,158.00,"2018-07-26 00:00:00",TCS,383762492,karachi,"2018-07-12 00:00:00",+55
5005646618,421.18,263.00,158.18,"2018-07-30 00:00:00",TCS,399978162,karachi,"2018-07-04 00:00:00",+63
5005654662,795.00,616.00,179.00,"2018-07-26 00:00:00",TCS,354551492,karachi,"2018-07-16 00:00:00",+51
5005655170,594.00,436.00,158.00,"2018-07-26 00:00:00",TCS,378412292,karachi,"2018-07-16 00:00:00",+51
5005653092,267.00,109.00,158.00,"2018-07-26 00:00:00",TCS,393637492,karachi,"2018-07-14 00:00:00",+53
5005655894,258.31,79.00,179.31,"2018-07-26 00:00:00",TCS,381859292,karachi,"2018-07-17 00:00:00",+50
5005653511,398.75,241.00,157.75,"2018-07-26 00:00:00",TCS,398955492,karachi,"2018-07-14 00:00:00",+53
5005645699,1144.00,965.00,179.00,"2018-07-30 00:00:00",TCS,347529162,karachi,"2018-07-04 00:00:00",+63
5004756440,927.00,768.00,159.00,"2018-07-26 00:00:00",TCS,345982292,karachi,"2018-07-14 00:00:00",+53
5005651667,2533.17,2354.00,179.17,"2018-07-26 00:00:00",TCS,368856492,karachi,"2018-07-12 00:00:00",+55
5005653860,2350.00,2192.00,158.00,"2018-07-26 00:00:00",TCS,384461492,karachi,"2018-07-16 00:00:00",+51
5005649809,1534.00,1267.00,267.00,"2018-07-26 00:00:00",TCS,376397362,karachi,"2018-07-09 00:00:00",+58
5005652040,598.00,440.00,158.00,"2018-07-26 00:00:00",TCS,375686492,karachi,"2018-07-12 00:00:00",+55
5005654251,835.50,549.00,286.50,"2018-07-26 00:00:00",TCS,372123492,karachi,"2018-07-14 00:00:00",+53
5005650779,515.00,357.00,158.00,"2018-07-26 00:00:00",TCS,395993362,karachi,"2018-07-12 00:00:00",+55
5005652399,1689.50,1511.00,178.50,"2018-07-26 00:00:00",TCS,375719492,karachi,"2018-07-12 00:00:00",+55
5005651239,748.50,569.00,179.50,"2018-07-26 00:00:00",TCS,356672492,karachi,"2018-07-12 00:00:00",+55
5005652779,835.91,657.00,178.91,"2018-07-26 00:00:00",TCS,341638492,karachi,"2018-07-12 00:00:00",+55
5006077386,249.00,90.00,159.00,"2018-07-30 00:00:00",TCS,366839162,karachi,"2018-07-03 00:00:00",+64
5005654745,1056.25,572.00,484.25,"2018-07-26 00:00:00",TCS,392434292,karachi,"2018-07-14 00:00:00",+53
5005655225,331.13,173.00,158.13,"2018-07-26 00:00:00",TCS,374946292,karachi,"2018-07-16 00:00:00",+51
5005653150,409.27,13.00,396.27,"2018-07-26 00:00:00",TCS,342317492,karachi,"2018-07-14 00:00:00",+53
5005656082,1586.40,865.00,721.40,"2018-07-26 00:00:00",TCS,377368292,karachi,"2018-07-17 00:00:00",+50
5005653574,1083.00,816.00,267.00,"2018-07-26 00:00:00",TCS,379195492,karachi,"2018-07-14 00:00:00",+53
5005645820,1144.00,857.00,287.00,"2018-07-30 00:00:00",TCS,355789162,karachi,"2018-07-04 00:00:00",+63
5004756572,309.00,150.00,159.00,"2018-07-26 00:00:00",TCS,336345292,karachi,"2018-07-17 00:00:00",+50
5005651736,401.00,243.00,158.00,"2018-07-26 00:00:00",TCS,385225362,karachi,"2018-07-11 00:00:00",+56
5005653934,399.00,220.00,179.00,"2018-07-26 00:00:00",TCS,378243492,karachi,"2018-07-15 00:00:00",+52
5005650089,219.50,41.00,178.50,"2018-07-26 00:00:00",TCS,327518362,karachi,"2018-07-11 00:00:00",+56
5005652099,2495.00,2337.00,158.00,"2018-07-26 00:00:00",TCS,376336492,karachi,"2018-07-12 00:00:00",+55
5005654311,532.17,374.00,158.17,"2018-07-26 00:00:00",TCS,389333492,karachi,"2018-07-14 00:00:00",+53
5005650887,598.50,419.00,179.50,"2018-07-26 00:00:00",TCS,325313362,karachi,"2018-07-12 00:00:00",+55
5005652473,334.00,155.00,179.00,"2018-07-26 00:00:00",TCS,367416492,karachi,"2018-07-12 00:00:00",+55
5005651312,348.75,191.00,157.75,"2018-07-26 00:00:00",TCS,375152492,karachi,"2018-07-12 00:00:00",+55
5005652831,1144.00,986.00,158.00,"2018-07-26 00:00:00",TCS,311938492,karachi,"2018-07-12 00:00:00",+55
5005645525,460.00,277.00,183.00,"2018-07-30 00:00:00",TCS,397532162,karachi,"2018-07-04 00:00:00",+63
5005654860,824.32,645.00,179.32,"2018-07-26 00:00:00",TCS,322483492,karachi,"2018-07-16 00:00:00",+51
5005655292,508.88,242.00,266.88,"2018-07-26 00:00:00",TCS,363866292,karachi,"2018-07-14 00:00:00",+53
5005653223,824.37,666.00,158.37,"2018-07-26 00:00:00",TCS,333525492,karachi,"2018-07-12 00:00:00",+55
5004756149,249.00,90.00,159.00,"2018-07-30 00:00:00",TCS,311784162,karachi,"2018-07-03 00:00:00",+64
5005653641,534.00,355.00,179.00,"2018-07-26 00:00:00",TCS,318587492,karachi,"2018-07-13 00:00:00",+54
5005646581,1444.15,1177.00,267.15,"2018-07-26 00:00:00",TCS,373878162,karachi,"2018-07-03 00:00:00",+64
5005651797,359.64,202.00,157.64,"2018-07-26 00:00:00",TCS,342252492,karachi,"2018-07-13 00:00:00",+54
5005654004,938.50,780.00,158.50,"2018-07-26 00:00:00",TCS,385511492,karachi,"2018-07-16 00:00:00",+51
5005650254,545.00,387.00,158.00,"2018-07-26 00:00:00",TCS,378915362,karachi,"2018-07-11 00:00:00",+56
5005652163,607.40,449.00,158.40,"2018-07-26 00:00:00",TCS,387269492,karachi,"2018-07-12 00:00:00",+55
5005654375,1381.64,681.00,700.64,"2018-07-26 00:00:00",TCS,388493492,karachi,"2018-07-16 00:00:00",+51
5005650972,248.75,91.00,157.75,"2018-07-26 00:00:00",TCS,388413362,karachi,"2018-07-11 00:00:00",+56
5005652554,1644.00,1486.00,158.00,"2018-07-26 00:00:00",TCS,322888492,karachi,"2018-07-14 00:00:00",+53
5005651386,1788.80,1631.00,157.80,"2018-07-26 00:00:00",TCS,375273362,karachi,"2018-07-17 00:00:00",+50
5005652887,916.33,758.00,158.33,"2018-07-26 00:00:00",TCS,363289492,karachi,"2018-07-13 00:00:00",+54
5005646084,1448.00,1290.00,158.00,"2018-07-30 00:00:00",TCS,391676162,karachi,"2018-07-04 00:00:00",+63
5005645866,736.00,593.00,143.00,"2018-07-30 00:00:00",TCS,397679162,karachi,"2018-07-04 00:00:00",+63
5005654422,318.86,161.00,157.86,"2018-07-26 00:00:00",TCS,313273492,karachi,"2018-07-13 00:00:00",+54
5005654936,222.17,64.00,158.17,"2018-07-26 00:00:00",TCS,371374292,karachi,"2018-07-16 00:00:00",+51
5005652922,418.90,240.00,178.90,"2018-07-26 00:00:00",TCS,329167492,karachi,"2018-07-14 00:00:00",+53
5005655398,557.50,400.00,157.50,"2018-07-26 00:00:00",TCS,317676292,karachi,"2018-07-16 00:00:00",+51
5005653298,174.00,16.00,158.00,"2018-07-26 00:00:00",TCS,368895492,karachi,"2018-07-14 00:00:00",+53
5004756255,249.00,90.00,159.00,"2018-07-30 00:00:00",TCS,385633562,karachi,"2018-07-03 00:00:00",+64
5005653696,1135.00,414.00,721.00,"2018-07-26 00:00:00",TCS,361575492,karachi,"2018-07-13 00:00:00",+54
5005648190,1048.75,891.00,157.75,"2018-07-26 00:00:00",TCS,392464362,karachi,"2018-07-17 00:00:00",+50
5005651854,289.75,132.00,157.75,"2018-07-26 00:00:00",TCS,378316492,karachi,"2018-07-11 00:00:00",+56
5005654075,329.00,150.00,179.00,"2018-07-26 00:00:00",TCS,351923492,karachi,"2018-07-16 00:00:00",+51
5005650407,1545.00,1387.00,158.00,"2018-07-26 00:00:00",TCS,392381362,karachi,"2018-07-13 00:00:00",+54
5005652221,176.50,19.00,157.50,"2018-07-26 00:00:00",TCS,337999492,karachi,"2018-07-11 00:00:00",+56
5005651031,424.00,245.00,179.00,"2018-07-26 00:00:00",TCS,314293362,karachi,"2018-07-12 00:00:00",+55
5005652608,1445.00,1287.00,158.00,"2018-07-26 00:00:00",TCS,349278492,karachi,"2018-07-12 00:00:00",+55
5005646238,749.00,591.00,158.00,"2018-07-30 00:00:00",TCS,375956162,karachi,"2018-07-04 00:00:00",+63
5005646536,736.71,575.00,161.71,"2018-07-30 00:00:00",TCS,346732162,karachi,"2018-07-04 00:00:00",+63
5005654495,202.50,23.00,179.50,"2018-07-26 00:00:00",TCS,378524292,karachi,"2018-07-14 00:00:00",+53
5005655025,530.25,372.00,158.25,"2018-07-26 00:00:00",TCS,382324292,karachi,"2018-07-17 00:00:00",+50
5005652977,220.00,41.00,179.00,"2018-07-26 00:00:00",TCS,352587492,karachi,"2018-07-12 00:00:00",+55
5005655522,449.50,292.00,157.50,"2018-07-26 00:00:00",TCS,383816292,karachi,"2018-07-17 00:00:00",+50
5005653358,288.00,130.00,158.00,"2018-07-26 00:00:00",TCS,386695492,karachi,"2018-07-13 00:00:00",+54
5005645353,215.33,57.00,158.33,"2018-07-30 00:00:00",TCS,329112162,karachi,"2018-07-04 00:00:00",+63
5004756329,299.00,12.00,287.00,"2018-07-26 00:00:00",TCS,312147492,karachi,"2018-07-13 00:00:00",+54
5005651511,1998.00,1840.00,158.00,"2018-07-26 00:00:00",TCS,398266492,karachi,"2018-07-11 00:00:00",+56
5005653747,398.50,240.00,158.50,"2018-07-26 00:00:00",TCS,389921492,karachi,"2018-07-14 00:00:00",+53
5005649023,397.00,218.00,179.00,"2018-07-26 00:00:00",TCS,362856362,karachi,"2018-07-12 00:00:00",+55
5005651921,443.00,285.00,158.00,"2018-07-26 00:00:00",TCS,378556492,karachi,"2018-07-12 00:00:00",+55
5005654136,565.00,407.00,158.00,"2018-07-26 00:00:00",TCS,388683492,karachi,"2018-07-14 00:00:00",+53
5005650547,1066.40,799.00,267.40,"2018-07-26 00:00:00",TCS,311691362,karachi,"2018-07-09 00:00:00",+58
5005652277,2245.00,2087.00,158.00,"2018-07-26 00:00:00",TCS,379889492,karachi,"2018-07-11 00:00:00",+56
5005651093,348.50,169.00,179.50,"2018-07-26 00:00:00",TCS,316164492,karachi,"2018-07-12 00:00:00",+55
5005652682,310.00,152.00,158.00,"2018-07-26 00:00:00",TCS,312299492,karachi,"2018-07-12 00:00:00",+55
5005646405,732.33,574.00,158.33,"2018-07-30 00:00:00",TCS,377212162,karachi,"2018-07-04 00:00:00",+63
5005654595,561.33,403.00,158.33,"2018-07-26 00:00:00",TCS,381784292,karachi,"2018-07-16 00:00:00",+51
5005655111,1661.33,1503.00,158.33,"2018-07-26 00:00:00",TCS,383934292,karachi,"2018-07-17 00:00:00",+50
5005653031,194.50,36.00,158.50,"2018-07-26 00:00:00",TCS,396877492,karachi,"2018-07-13 00:00:00",+54
5005655752,391.27,124.00,267.27,"2018-07-26 00:00:00",TCS,368359292,karachi,"2018-07-17 00:00:00",+50
5005653449,1945.00,1353.00,592.00,"2018-07-26 00:00:00",TCS,386955492,karachi,"2018-07-13 00:00:00",+54
5005645552,399.80,242.00,157.80,"2018-07-30 00:00:00",TCS,389856162,karachi,"2018-07-04 00:00:00",+63
5004756384,159.00,0.00,159.00,"2018-07-26 00:00:00",TCS,381351492,karachi,"2018-07-14 00:00:00",+53
5005651603,733.17,575.00,158.17,"2018-07-26 00:00:00",TCS,332396492,karachi,"2018-07-11 00:00:00",+56
5005653807,444.00,286.00,158.00,"2018-07-26 00:00:00",TCS,393921492,karachi,"2018-07-13 00:00:00",+54
5005649474,598.00,440.00,158.00,"2018-07-26 00:00:00",TCS,374678362,karachi,"2018-07-11 00:00:00",+56
5005651997,944.00,765.00,179.00,"2018-07-26 00:00:00",TCS,353596492,karachi,"2018-07-12 00:00:00",+55
5005654188,246.75,89.00,157.75,"2018-07-26 00:00:00",TCS,349881492,karachi,"2018-07-16 00:00:00",+51
5005650671,1864.34,1685.00,179.34,"2018-07-26 00:00:00",TCS,384981362,karachi,"2018-07-10 00:00:00",+57
5005652341,197.50,40.00,157.50,"2018-07-26 00:00:00",TCS,347959492,karachi,"2018-07-12 00:00:00",+55
5005651152,549.00,391.00,158.00,"2018-07-26 00:00:00",TCS,396354492,karachi,"2018-07-12 00:00:00",+55
5005652727,998.00,840.00,158.00,"2018-07-26 00:00:00",TCS,377829492,karachi,"2018-07-12 00:00:00",+55
5005646627,1754.33,1487.00,267.33,"2018-07-30 00:00:00",TCS,384929162,karachi,"2018-07-04 00:00:00",+63
5005654666,218.50,39.00,179.50,"2018-07-26 00:00:00",TCS,325954292,karachi,"2018-07-14 00:00:00",+53
5005655177,1144.00,877.00,267.00,"2018-07-26 00:00:00",TCS,383914292,karachi,"2018-07-16 00:00:00",+51
5005653099,870.00,712.00,158.00,"2018-07-26 00:00:00",TCS,379258492,karachi,"2018-07-13 00:00:00",+54
5005655904,1144.00,986.00,158.00,"2018-07-26 00:00:00",TCS,397519292,karachi,"2018-07-17 00:00:00",+50
5005653516,1019.00,861.00,158.00,"2018-07-26 00:00:00",TCS,395475492,karachi,"2018-07-13 00:00:00",+54
5005645710,279.10,121.00,158.10,"2018-07-30 00:00:00",TCS,386556162,karachi,"2018-07-04 00:00:00",+63
5004756447,3497.90,3338.00,159.90,"2018-07-26 00:00:00",TCS,373156292,karachi,"2018-07-16 00:00:00",+51
5005651683,898.00,740.00,158.00,"2018-07-26 00:00:00",TCS,374894492,karachi,"2018-07-12 00:00:00",+55
5005653869,249.70,92.00,157.70,"2018-07-26 00:00:00",TCS,397711492,karachi,"2018-07-17 00:00:00",+50
5005649825,2538.80,2381.00,157.80,"2018-07-26 00:00:00",TCS,383947362,karachi,"2018-07-10 00:00:00",+57
5005652047,1145.00,987.00,158.00,"2018-07-26 00:00:00",TCS,387166492,karachi,"2018-07-11 00:00:00",+56
5005654256,529.75,351.00,178.75,"2018-07-26 00:00:00",TCS,323553492,karachi,"2018-07-14 00:00:00",+53
5005650811,338.80,181.00,157.80,"2018-07-26 00:00:00",TCS,344393362,karachi,"2018-07-10 00:00:00",+57
5005652404,1644.00,1486.00,158.00,"2018-07-26 00:00:00",TCS,375436492,karachi,"2018-07-16 00:00:00",+51
5005651249,874.50,716.00,158.50,"2018-07-26 00:00:00",TCS,387572492,karachi,"2018-07-12 00:00:00",+55
5005652782,518.43,360.00,158.43,"2018-07-26 00:00:00",TCS,394988492,karachi,"2018-07-16 00:00:00",+51
5005643329,1545.00,137.00,1408.00,"2018-07-30 00:00:00",TCS,371597562,karachi,"2018-07-03 00:00:00",+64
5005654755,1039.00,881.00,158.00,"2018-07-26 00:00:00",TCS,373123492,karachi,"2018-07-16 00:00:00",+51
5005655228,1298.00,1140.00,158.00,"2018-07-26 00:00:00",TCS,388532292,karachi,"2018-07-16 00:00:00",+51
5005653154,224.80,67.00,157.80,"2018-07-26 00:00:00",TCS,375937492,karachi,"2018-07-13 00:00:00",+54
5005656093,244.00,65.00,179.00,"2018-07-26 00:00:00",TCS,335888292,karachi,"2018-07-17 00:00:00",+50
5005653578,2098.00,1940.00,158.00,"2018-07-26 00:00:00",TCS,397475492,karachi,"2018-07-14 00:00:00",+53
5005645828,247.58,90.00,157.58,"2018-07-30 00:00:00",TCS,393566162,karachi,"2018-07-04 00:00:00",+63
5004756580,1499.00,1232.00,267.00,"2018-07-26 00:00:00",TCS,398565292,karachi,"2018-07-17 00:00:00",+50
5005651739,505.00,347.00,158.00,"2018-07-26 00:00:00",TCS,354874492,karachi,"2018-07-11 00:00:00",+56
5005653940,615.33,457.00,158.33,"2018-07-26 00:00:00",TCS,397623492,karachi,"2018-07-14 00:00:00",+53
5005650108,498.50,340.00,158.50,"2018-07-26 00:00:00",TCS,376177362,karachi,"2018-07-10 00:00:00",+57
5005652103,375.00,217.00,158.00,"2018-07-26 00:00:00",TCS,398594492,karachi,"2018-07-12 00:00:00",+55
5005654318,522.77,365.00,157.77,"2018-07-26 00:00:00",TCS,381713492,karachi,"2018-07-16 00:00:00",+51
5005650893,349.00,191.00,158.00,"2018-07-26 00:00:00",TCS,394281362,karachi,"2018-07-13 00:00:00",+54
5005652477,788.80,610.00,178.80,"2018-07-26 00:00:00",TCS,399548492,karachi,"2018-07-13 00:00:00",+54
5005651315,369.75,191.00,178.75,"2018-07-26 00:00:00",TCS,395134492,karachi,"2018-07-13 00:00:00",+54
5005652836,634.00,476.00,158.00,"2018-07-26 00:00:00",TCS,364747492,karachi,"2018-07-12 00:00:00",+55
5005645559,368.09,225.00,143.09,"2018-07-30 00:00:00",TCS,399526162,karachi,"2018-07-04 00:00:00",+63
5005654866,343.00,185.00,158.00,"2018-07-26 00:00:00",TCS,373342292,karachi,"2018-07-16 00:00:00",+51
5005655308,1799.00,881.00,918.00,"2018-07-26 00:00:00",TCS,373866292,karachi,"2018-07-16 00:00:00",+51
5005653235,1099.00,941.00,158.00,"2018-07-26 00:00:00",TCS,372665492,karachi,"2018-07-14 00:00:00",+53
5004756171,980.00,693.00,287.00,"2018-07-30 00:00:00",TCS,362174162,karachi,"2018-07-03 00:00:00",+64
5005653645,498.00,340.00,158.00,"2018-07-26 00:00:00",TCS,397917492,karachi,"2018-07-13 00:00:00",+54
